File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF719SGF	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR952GVX	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K9ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF986GZQ/, /files/ENCFF246BVN/, /files/ENCFF785DXP/, /files/ENCFF356LFX/	529432	ENCODE Processing Pipeline	a8b58c7b2d472672a2572875a4723566		https://www.encodeproject.org/files/ENCFF719SGF/@@download/ENCFF719SGF.bed.gz				released	s3://encode-public/2020/12/10/5e7f98d8-2417-48db-b083-ed0600618c85/ENCFF719SGF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/5e7f98d8-2417-48db-b083-ed0600618c85/ENCFF719SGF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, moderate library complexity, control low read depth, mild to moderate bottlenecking, low read length		
ENCFF646VRU	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BKK	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										EP300-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF948LKH/, /files/ENCFF998ZIK/	3853110	ENCODE Processing Pipeline	d04a82e569d772f2cd945992ed575fab		https://www.encodeproject.org/files/ENCFF646VRU/@@download/ENCFF646VRU.bed.gz				released	s3://encode-public/2016/12/16/e61c24fd-5e18-4787-b9ac-50a1130bae00/ENCFF646VRU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/e61c24fd-5e18-4787-b9ac-50a1130bae00/ENCFF646VRU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	borderline replicate concordance, low read length, mild to moderate bottlenecking, low read depth		
ENCFF048GGM	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000BKK	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										EP300-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF419RSJ/, /files/ENCFF045ANQ/, /files/ENCFF646VRU/, /files/ENCFF683HWN/	158968	ENCODE Processing Pipeline	4f87574a4f9d267b481f00192dbbe314		https://www.encodeproject.org/files/ENCFF048GGM/@@download/ENCFF048GGM.bed.gz				released	s3://encode-public/2016/12/16/4daa4230-7786-41aa-9363-78c2649a8af7/ENCFF048GGM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/4daa4230-7786-41aa-9363-78c2649a8af7/ENCFF048GGM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	borderline replicate concordance, low read length, mild to moderate bottlenecking, low read depth		
ENCFF045ANQ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BKK	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										EP300-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF948LKH/, /files/ENCFF299IMS/	4700808	ENCODE Processing Pipeline	9e4569f870f5edc64462e111c2c3be5c		https://www.encodeproject.org/files/ENCFF045ANQ/@@download/ENCFF045ANQ.bed.gz				released	s3://encode-public/2016/12/16/8d026986-c2f3-41c0-9269-9096eda7c37c/ENCFF045ANQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/8d026986-c2f3-41c0-9269-9096eda7c37c/ENCFF045ANQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	borderline replicate concordance, low read length, mild to moderate bottlenecking, low read depth		
ENCFF683HWN	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BKK	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										EP300-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF948LKH/, /files/ENCFF299IMS/, /files/ENCFF998ZIK/	5041191	ENCODE Processing Pipeline	682a42473bf7fa8829a788686485ef34		https://www.encodeproject.org/files/ENCFF683HWN/@@download/ENCFF683HWN.bed.gz				released	s3://encode-public/2016/12/16/bbdd0872-ff15-4dc5-b8d6-1e5dc9043b55/ENCFF683HWN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/bbdd0872-ff15-4dc5-b8d6-1e5dc9043b55/ENCFF683HWN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	borderline replicate concordance, low read length, mild to moderate bottlenecking, low read depth		
ENCFF834UVX	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000BKK	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										EP300-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF419RSJ/, /files/ENCFF045ANQ/, /files/ENCFF646VRU/, /files/ENCFF683HWN/	240550	ENCODE Processing Pipeline	ae2651345c0138178945300c6923d004		https://www.encodeproject.org/files/ENCFF834UVX/@@download/ENCFF834UVX.bed.gz				released	s3://encode-public/2016/12/16/41a2e568-839c-4cf8-8a28-6d0765393318/ENCFF834UVX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/41a2e568-839c-4cf8-8a28-6d0765393318/ENCFF834UVX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	borderline replicate concordance, low read length, mild to moderate bottlenecking, low read depth		
ENCFF244VKF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BKK	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										EP300-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF595PNZ/, /files/ENCFF678QCL/, /files/ENCFF356LFX/, /files/ENCFF136KAK/	171384	ENCODE Processing Pipeline	a5fd8938ab8ac933d808bf88406c236a		https://www.encodeproject.org/files/ENCFF244VKF/@@download/ENCFF244VKF.bed.gz				released	s3://encode-public/2020/12/11/6f4e9e54-ade2-4a2d-ab8f-e0fada9b1c5e/ENCFF244VKF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/6f4e9e54-ade2-4a2d-ab8f-e0fada9b1c5e/ENCFF244VKF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance, low read length, mild to moderate bottlenecking, low read depth		
ENCFF430XMP	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000BKK	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										EP300-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF595PNZ/, /files/ENCFF678QCL/, /files/ENCFF136KAK/	2611455	ENCODE Processing Pipeline	5f1deed49f7e3baa88c51d6bf8b7eb12		https://www.encodeproject.org/files/ENCFF430XMP/@@download/ENCFF430XMP.bed.gz				released	s3://encode-public/2020/12/11/feee5135-4771-4a3a-b509-6352454cf794/ENCFF430XMP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/feee5135-4771-4a3a-b509-6352454cf794/ENCFF430XMP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance, low read length, mild to moderate bottlenecking, low read depth		
ENCFF840MWN	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000BKK	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										EP300-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF595PNZ/, /files/ENCFF678QCL/, /files/ENCFF356LFX/, /files/ENCFF136KAK/	114847	ENCODE Processing Pipeline	a91e19329ff60e5e1cbafb14681204b1		https://www.encodeproject.org/files/ENCFF840MWN/@@download/ENCFF840MWN.bed.gz				released	s3://encode-public/2020/12/11/146d725a-3a2a-497d-9c7c-e6006ee9d024/ENCFF840MWN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/146d725a-3a2a-497d-9c7c-e6006ee9d024/ENCFF840MWN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance, low read length, mild to moderate bottlenecking, low read depth		
ENCFF274BLU	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000BKK	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										EP300-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF595PNZ/, /files/ENCFF678QCL/	554248	ENCODE Processing Pipeline	6b79e94a4a8bc459534a032f85c8e40e		https://www.encodeproject.org/files/ENCFF274BLU/@@download/ENCFF274BLU.bed.gz				released	s3://encode-public/2020/12/11/f54912f2-4298-43ee-9fd4-fa019b509f2c/ENCFF274BLU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/f54912f2-4298-43ee-9fd4-fa019b509f2c/ENCFF274BLU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance, low read length, mild to moderate bottlenecking, low read depth		
ENCFF976JGP	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BKK	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										EP300-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF595PNZ/, /files/ENCFF356LFX/, /files/ENCFF136KAK/	157070	ENCODE Processing Pipeline	1fe792f15f5a0c977d29d287107e8a94		https://www.encodeproject.org/files/ENCFF976JGP/@@download/ENCFF976JGP.bed.gz				released	s3://encode-public/2020/12/11/7b4d27dd-2804-4c51-9660-2d4a3b4d2e97/ENCFF976JGP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/7b4d27dd-2804-4c51-9660-2d4a3b4d2e97/ENCFF976JGP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance, low read length, mild to moderate bottlenecking, low read depth		
ENCFF307BTT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BKK	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										EP300-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF595PNZ/, /files/ENCFF356LFX/, /files/ENCFF678QCL/	18454	ENCODE Processing Pipeline	79ae7316645dcda9aa70b8ac62d04aca		https://www.encodeproject.org/files/ENCFF307BTT/@@download/ENCFF307BTT.bed.gz				released	s3://encode-public/2020/12/11/346b6a84-6f8a-455e-9310-7a0ef8a43d3e/ENCFF307BTT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/346b6a84-6f8a-455e-9310-7a0ef8a43d3e/ENCFF307BTT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance, low read length, mild to moderate bottlenecking, low read depth		
ENCFF283PTL	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000BKK	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										EP300-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF595PNZ/, /files/ENCFF678QCL/, /files/ENCFF136KAK/	2267555	ENCODE Processing Pipeline	40c1dceca974a5faa2ed9f5d238d2130		https://www.encodeproject.org/files/ENCFF283PTL/@@download/ENCFF283PTL.bed.gz				released	s3://encode-public/2020/12/11/5fca128e-14e0-492f-a36d-2ff1b8ff5e3b/ENCFF283PTL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/5fca128e-14e0-492f-a36d-2ff1b8ff5e3b/ENCFF283PTL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance, low read length, mild to moderate bottlenecking, low read depth		
ENCFF058VAA	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000BKK	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										EP300-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF595PNZ/, /files/ENCFF136KAK/	2618444	ENCODE Processing Pipeline	23dc1e2356ac59e54063915499f7d3d6		https://www.encodeproject.org/files/ENCFF058VAA/@@download/ENCFF058VAA.bed.gz				released	s3://encode-public/2020/12/11/d14d688d-6660-42b6-bc7c-9f55c2de843d/ENCFF058VAA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/d14d688d-6660-42b6-bc7c-9f55c2de843d/ENCFF058VAA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance, low read length, mild to moderate bottlenecking, low read depth		
ENCFF460HGL	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BHN	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										POLR2A-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF948LKH/, /files/ENCFF574FQP/	6730894	ENCODE Processing Pipeline	04c3f4725fc381eab31bc688dd78b1a5		https://www.encodeproject.org/files/ENCFF460HGL/@@download/ENCFF460HGL.bed.gz				released	s3://encode-public/2016/12/16/16167922-348e-4fd9-80a3-cf126ad9f202/ENCFF460HGL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/16167922-348e-4fd9-80a3-cf126ad9f202/ENCFF460HGL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read length, mild to moderate bottlenecking, low read depth		
ENCFF872ETJ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BHN	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										POLR2A-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF948LKH/, /files/ENCFF574FQP/, /files/ENCFF524CBX/	7095456	ENCODE Processing Pipeline	6dfaab1b2661591cff9a5d24424914d3		https://www.encodeproject.org/files/ENCFF872ETJ/@@download/ENCFF872ETJ.bed.gz				released	s3://encode-public/2016/12/16/cecb0ab7-828b-4e2f-96af-728f83edc3e9/ENCFF872ETJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/cecb0ab7-828b-4e2f-96af-728f83edc3e9/ENCFF872ETJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read length, mild to moderate bottlenecking, low read depth		
ENCFF075AAT	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BHN	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										POLR2A-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF948LKH/, /files/ENCFF524CBX/	6845961	ENCODE Processing Pipeline	baffbf4f257a824d25318b3cdafa544c		https://www.encodeproject.org/files/ENCFF075AAT/@@download/ENCFF075AAT.bed.gz				released	s3://encode-public/2016/12/16/c414cdc4-d809-4121-8c68-2b07d92a3353/ENCFF075AAT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/c414cdc4-d809-4121-8c68-2b07d92a3353/ENCFF075AAT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read length, mild to moderate bottlenecking, low read depth		
ENCFF374UIH	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000BHN	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										POLR2A-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF460HGL/, /files/ENCFF872ETJ/, /files/ENCFF419RSJ/, /files/ENCFF075AAT/	594120	ENCODE Processing Pipeline	16f7796f11aa24cfd324864779622430		https://www.encodeproject.org/files/ENCFF374UIH/@@download/ENCFF374UIH.bed.gz				released	s3://encode-public/2016/12/16/a6c2b3b4-97fb-4103-83b2-aa17ab2e9f49/ENCFF374UIH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/a6c2b3b4-97fb-4103-83b2-aa17ab2e9f49/ENCFF374UIH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read length, mild to moderate bottlenecking, low read depth		
ENCFF422HDN	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000BHN	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										POLR2A-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF460HGL/, /files/ENCFF872ETJ/, /files/ENCFF419RSJ/, /files/ENCFF075AAT/	668440	ENCODE Processing Pipeline	81e25b8c10a5241e0d03b2c2ffe0fde1		https://www.encodeproject.org/files/ENCFF422HDN/@@download/ENCFF422HDN.bed.gz				released	s3://encode-public/2016/12/16/c46b9874-01a9-4256-8524-6f3fa919a258/ENCFF422HDN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/c46b9874-01a9-4256-8524-6f3fa919a258/ENCFF422HDN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read length, mild to moderate bottlenecking, low read depth		
ENCFF499KYI	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000BHN	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										POLR2A-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF102CMM/, /files/ENCFF595PNZ/	6705128	ENCODE Processing Pipeline	a26cb71e4185a66b42ad1cc97d63016e		https://www.encodeproject.org/files/ENCFF499KYI/@@download/ENCFF499KYI.bed.gz				released	s3://encode-public/2020/12/11/945bbdde-feaf-4468-81b4-4ecb7e24c18f/ENCFF499KYI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/945bbdde-feaf-4468-81b4-4ecb7e24c18f/ENCFF499KYI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth		
ENCFF322DAE	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BHN	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										POLR2A-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF069GAM/, /files/ENCFF102CMM/, /files/ENCFF356LFX/, /files/ENCFF595PNZ/	613359	ENCODE Processing Pipeline	6185fc7b7eef226c95744779b6ed977e		https://www.encodeproject.org/files/ENCFF322DAE/@@download/ENCFF322DAE.bed.gz				released	s3://encode-public/2020/12/11/62d5d26c-04d6-4264-a534-b56e73d0f557/ENCFF322DAE.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/62d5d26c-04d6-4264-a534-b56e73d0f557/ENCFF322DAE.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth		
ENCFF901JTY	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000BHN	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										POLR2A-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF069GAM/, /files/ENCFF102CMM/, /files/ENCFF356LFX/, /files/ENCFF595PNZ/	549269	ENCODE Processing Pipeline	a3e2f2fde0eb598b3ec1d597ded07aa6		https://www.encodeproject.org/files/ENCFF901JTY/@@download/ENCFF901JTY.bed.gz				released	s3://encode-public/2020/12/11/894ad016-d311-4bd2-97b7-5f1b0583e75b/ENCFF901JTY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/894ad016-d311-4bd2-97b7-5f1b0583e75b/ENCFF901JTY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth		
ENCFF653KDP	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000BHN	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										POLR2A-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF069GAM/, /files/ENCFF595PNZ/	8646606	ENCODE Processing Pipeline	60dbabde6d65cbb57fddd846c5a762a8		https://www.encodeproject.org/files/ENCFF653KDP/@@download/ENCFF653KDP.bed.gz				released	s3://encode-public/2020/12/11/0dc74fa1-d093-4721-a7fd-000446e8bf79/ENCFF653KDP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/0dc74fa1-d093-4721-a7fd-000446e8bf79/ENCFF653KDP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth		
ENCFF216MRQ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BHN	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										POLR2A-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF069GAM/, /files/ENCFF595PNZ/, /files/ENCFF356LFX/	519204	ENCODE Processing Pipeline	6e03d20417a7097b58efd17851d186fe		https://www.encodeproject.org/files/ENCFF216MRQ/@@download/ENCFF216MRQ.bed.gz				released	s3://encode-public/2020/12/11/f5bc8f2c-795c-4745-87a4-f66700e56d25/ENCFF216MRQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/f5bc8f2c-795c-4745-87a4-f66700e56d25/ENCFF216MRQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth		
ENCFF974GZR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BHN	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										POLR2A-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF102CMM/, /files/ENCFF356LFX/, /files/ENCFF595PNZ/	446795	ENCODE Processing Pipeline	aad05aa382f4e43fe2268406d7b6919d		https://www.encodeproject.org/files/ENCFF974GZR/@@download/ENCFF974GZR.bed.gz				released	s3://encode-public/2020/12/11/d876a252-4472-480a-82f0-8da1f202f719/ENCFF974GZR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/d876a252-4472-480a-82f0-8da1f202f719/ENCFF974GZR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth		
ENCFF500PTN	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000BHN	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										POLR2A-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF069GAM/, /files/ENCFF102CMM/, /files/ENCFF595PNZ/	8756035	ENCODE Processing Pipeline	ed30a51c11c96d23a55d2c91b49b14aa		https://www.encodeproject.org/files/ENCFF500PTN/@@download/ENCFF500PTN.bed.gz				released	s3://encode-public/2020/12/11/bc4e0f68-1de3-43bc-8bce-f8b1233ed922/ENCFF500PTN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/bc4e0f68-1de3-43bc-8bce-f8b1233ed922/ENCFF500PTN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth		
